"Identifiant unique",Identifiant,Espèce,"Numéro nomenclatural","Nom retenu","Numéro nomenclatural nom retenu",Famille,"Référentiel taxonomique",Certitude,"Type d'observation","Source de la saisie",Spontanéité,Latitude,Longitude,"Référentiel Géographique",Pays,Commune,"Identifiant Commune","Floutage (niveau de localisation diffusé)",Altitude,Lieu-dit,Milieu,Date,Notes,"Programme de sciences participatives ou observatoire citoyen","Mots Clés","Lien vers l'observation sur IdentiPlante",Image(s),Auteur,"Cohérence entre la localité et les coordonnées GPS","Précision de la localisation",Station,"Indicateur de fiabilité","Détermination validée sur IdentiPlante","Score IdentiPlante",Abondance,Phénologie,"Présence d'un échantillon d'herbier","Date Création","Date Modification",Transmis,"Date Transmission",Observateur,"Structure de l'observateur",Déterminateur,"Source bibliographique",ext:altitude-releve,ext:circonference,ext:face-ombre,ext:latitude-releve,ext:longitude-releve,ext:num_arbre,ext:rue,ext:rue-arbres,ext:id_obs_arbre,ext:loc-sur-tronc,ext:com-arbres,ext:latitude-arbres,ext:longitude-arbres,ext:altitude-arbres
urn:lsid:tela-botanica.org:cel:3650623,3650623,"Phaeophyscia orbicularis",59961,"Phaeophyscia orbicularis",59961,,taxref,"à déterminer","observation de terrain",widget,1,45.74634,3.07900,WGS84,FR,Beaumont,63032,,445,,,2019/12/26,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",https://www.tela-botanica.org/appli:identiplante?#obs~3650623,https://api.tela-botanica.org/img:002345161O,"Françoise Peyrissat  (http://www.tela-botanica.org/profil:17055)",,,,2,0,,,,0,"2019-12-26 17:33:25","2019-12-26 17:33:26",oui,"2019-12-26 17:33:25",,,,,,,,,,,"Impasse Mozart",,0,n1;s1;e1;o1;n2;s2;o2;n3;s3;o3;n4;e4;o4;o5;,,,,
urn:lsid:tela-botanica.org:cel:3650624,3650624,"Evernia prunastri",59053,"Evernia prunastri",59053,,taxref,"à déterminer","observation de terrain",widget,1,45.74634,3.07900,WGS84,FR,Beaumont,63032,,445,,,2019/12/26,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Françoise Peyrissat  (http://www.tela-botanica.org/profil:17055)",,,,2,0,,,,0,"2019-12-26 17:33:26","2019-12-26 17:33:26",oui,"2019-12-26 17:33:26",,,,,,,,,,,"Impasse Mozart",,0,s1;n3;n4;n5;,,,,
urn:lsid:tela-botanica.org:cel:3650625,3650625,"Pleurosticta acetabulum",660486,"Pleurosticta acetabulum",660486,,taxref,"à déterminer","observation de terrain",widget,1,45.74634,3.07900,WGS84,FR,Beaumont,63032,,445,,,2019/12/26,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",https://www.tela-botanica.org/appli:identiplante?#obs~3650625,https://api.tela-botanica.org/img:002345162O,"Françoise Peyrissat  (http://www.tela-botanica.org/profil:17055)",,,,2,0,1,,,0,"2019-12-26 17:33:27","2019-12-26 17:33:28",oui,"2019-12-26 17:33:27",,,,,,,,,,,"Impasse Mozart",,0,e1;n2;e2;n3;e3;e4;e5;,,,,
urn:lsid:tela-botanica.org:cel:3650626,3650626,"Physconia grisea",59171,"Physconia grisea",59171,,taxref,"à déterminer","observation de terrain",widget,1,45.74634,3.07900,WGS84,FR,Beaumont,63032,,445,,,2019/12/26,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",https://www.tela-botanica.org/appli:identiplante?#obs~3650626,https://api.tela-botanica.org/img:002345163O,"Françoise Peyrissat  (http://www.tela-botanica.org/profil:17055)",,,,2,0,3,,,0,"2019-12-26 17:33:28","2019-12-26 17:33:29",oui,"2019-12-26 17:33:28",,,,,,,,,,,"Impasse Mozart",,0,n1;e1;n2;e2;e3;e4;e5;,,,,
urn:lsid:tela-botanica.org:cel:3650627,3650627,"Melanohalea exasperata",659402,"Melanohalea exasperata",659402,,taxref,"à déterminer","observation de terrain",widget,1,45.74634,3.07900,WGS84,FR,Beaumont,63032,,445,,,2019/12/26,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",https://www.tela-botanica.org/appli:identiplante?#obs~3650627,https://api.tela-botanica.org/img:002345164O,"Françoise Peyrissat  (http://www.tela-botanica.org/profil:17055)",,,,2,0,,,,0,"2019-12-26 17:33:29","2019-12-26 17:33:30",oui,"2019-12-26 17:33:29",,,,,,,,,,,"Impasse Mozart",,0,,,,,
urn:lsid:tela-botanica.org:cel:3650628,3650628,"autre lichen foliacé",,"autre lichen foliacé",,,Autre/inconnu,"à déterminer","observation de terrain",widget,1,45.74634,3.07900,WGS84,FR,Beaumont,63032,,445,,,2019/12/26,"Xanthomendoza huculica Certitude : à determiner",tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Françoise Peyrissat  (http://www.tela-botanica.org/profil:17055)",,,,2,0,,,,0,"2019-12-26 17:37:45","2019-12-26 17:37:45",oui,"2019-12-26 17:37:45",,,,,,,,,,,"Impasse Mozart",,0,o1;,,,,
urn:lsid:tela-botanica.org:cel:3650629,3650629,"Flavoparmelia caperata/soredians",652940,"Flavoparmelia caperata/soredians",652940,,taxref,"à déterminer","observation de terrain",widget,1,45.74634,3.07900,WGS84,FR,Beaumont,63032,,445,,,2019/12/26,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Françoise Peyrissat  (http://www.tela-botanica.org/profil:17055)",,,,2,0,,,,0,"2019-12-26 17:37:45","2019-12-26 17:37:46",oui,"2019-12-26 17:37:45",,,,,,,,,,,"Impasse Mozart",,0,n1;n3;e4;,,,,
urn:lsid:tela-botanica.org:cel:3650630,3650630,"Hypogymnia physodes/tubulosa",193533,"Hypogymnia physodes/tubulosa",193533,,taxref,"à déterminer","observation de terrain",widget,1,45.74634,3.07900,WGS84,FR,Beaumont,63032,,445,,,2019/12/26,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",https://www.tela-botanica.org/appli:identiplante?#obs~3650630,https://api.tela-botanica.org/img:002345165O,"Françoise Peyrissat  (http://www.tela-botanica.org/profil:17055)",,,,2,0,3,,,0,"2019-12-26 17:37:46","2019-12-26 17:37:47",oui,"2019-12-26 17:37:46",,,,,,,,,,,"Impasse Mozart",,0,n5;,,,,
urn:lsid:tela-botanica.org:cel:3650631,3650631,"autre lichen foliacé",,"autre lichen foliacé",,,Autre/inconnu,"à déterminer","observation de terrain",widget,1,45.74634,3.07900,WGS84,FR,Beaumont,63032,,445,,,2019/12/26,"Parmelina quercina ? Certitude : à determiner",tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",https://www.tela-botanica.org/appli:identiplante?#obs~3650631,https://api.tela-botanica.org/img:002345166O,"Françoise Peyrissat  (http://www.tela-botanica.org/profil:17055)",,,,2,0,,,,0,"2019-12-26 17:37:47","2019-12-26 17:37:48",oui,"2019-12-26 17:37:47",,,,,,,,,,,"Impasse Mozart",,0,n5;,,,,
urn:lsid:tela-botanica.org:cel:3651274,3651274,"Acer negundo L. [1753]",74932,"Acer negundo L. [1753]",74932,Sapindaceae,bdtfx,certain,"observation de terrain",widget,1,49.10602,7.07165,WGS84,FR,Sarreguemines,57631,,202,,,2019/07/21,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo",,,"  (http://www.tela-botanica.org/profil:53078)",,,,3,0,,,,0,"2019-12-31 12:08:48","2019-12-31 12:08:48",oui,"2019-12-31 12:08:48",,,,,202,67,aucune,49.10602,7.07165,1,"Rue Raymond Poincaré","Rue Raymond Poincaré",,,,,,
urn:lsid:tela-botanica.org:cel:3651275,3651275,"Acer negundo L. [1753]",74932,"Acer negundo L. [1753]",74932,Sapindaceae,bdtfx,certain,"observation de terrain",widget,1,49.10602,7.07165,WGS84,FR,Sarreguemines,57631,,202,,,2019/07/21,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo",,,"  (http://www.tela-botanica.org/profil:53078)",,,,3,0,,,,0,"2019-12-31 12:08:48","2019-12-31 12:08:48",oui,"2019-12-31 12:08:48",,,,,202,78,aucune,49.10602,7.07165,2,"Rue Raymond Poincaré","Rue Raymond Poincaré",,,,,,
urn:lsid:tela-botanica.org:cel:3651276,3651276,"Acer negundo L. [1753]",74932,"Acer negundo L. [1753]",74932,Sapindaceae,bdtfx,certain,"observation de terrain",widget,1,49.10602,7.07165,WGS84,FR,Sarreguemines,57631,,202,,,2019/07/21,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo",,,"  (http://www.tela-botanica.org/profil:53078)",,,,3,0,,,,0,"2019-12-31 12:08:49","2019-12-31 12:08:49",oui,"2019-12-31 12:08:49",,,,,202,76,aucune,49.10602,7.07165,3,"Rue Raymond Poincaré","Rue Raymond Poincaré",,,,,,
urn:lsid:tela-botanica.org:cel:3651602,3651602,"Physcia adscendens/tenella",196232,"Physcia adscendens/tenella",196232,,taxref,"à déterminer","observation de terrain",widget,1,49.10602,7.07165,WGS84,FR,Sarreguemines,57631,,202,,,2019/07/21,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"  (http://www.tela-botanica.org/profil:53078)",,,,2,0,,,,0,"2020-01-02 09:18:34","2020-01-02 09:18:34",oui,"2020-01-02 09:18:34",,,,,,,,,,,"Rue Raymond Poincaré",,3651276,n1;s1;e1;o1;n2;s2;e2;o2;n3;s3;e3;o3;n4;s4;e4;o4;n5;s5;e5;o5;,,,,
urn:lsid:tela-botanica.org:cel:3651603,3651603,"Physcia adscendens/tenella",196232,"Physcia adscendens/tenella",196232,,taxref,"à déterminer","observation de terrain",widget,1,49.10602,7.07165,WGS84,FR,Sarreguemines,57631,,202,,,2019/07/21,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"  (http://www.tela-botanica.org/profil:53078)",,,,2,0,,,,0,"2020-01-02 09:18:35","2020-01-02 09:18:35",oui,"2020-01-02 09:18:35",,,,,,,,,,,"Rue Raymond Poincaré",,0,n1;s1;e1;o1;n2;s2;e2;o2;n3;s3;e3;o3;n4;s4;e4;o4;n5;s5;e5;o5;,,,,
urn:lsid:tela-botanica.org:cel:3651604,3651604,"Physcia adscendens/tenella",196232,"Physcia adscendens/tenella",196232,,taxref,"à déterminer","observation de terrain",widget,1,49.10602,7.07165,WGS84,FR,Sarreguemines,57631,,202,,,2019/07/21,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"  (http://www.tela-botanica.org/profil:53078)",,,,2,0,,,,0,"2020-01-02 09:18:35","2020-01-02 09:18:36",oui,"2020-01-02 09:18:35",,,,,,,,,,,"Rue Raymond Poincaré",,0,s1;e1;o1;n2;s2;e2;s3;e3;o3;n4;s4;e4;o4;n5;s5;e5;,,,,
urn:lsid:tela-botanica.org:cel:3651605,3651605,"Xanthoria parietina",59568,"Xanthoria parietina",59568,,taxref,"à déterminer","observation de terrain",widget,1,49.10602,7.07165,WGS84,FR,Sarreguemines,57631,,202,,,2019/07/21,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"  (http://www.tela-botanica.org/profil:53078)",,,,2,0,,,,0,"2020-01-02 09:18:37","2020-01-02 09:18:38",oui,"2020-01-02 09:18:37",,,,,,,,,,,"Rue Raymond Poincaré",,3651276,n1;s1;e1;o1;n2;s2;e2;o2;n3;s3;e3;o3;n4;s4;e4;o4;n5;s5;e5;o5;,,,,
urn:lsid:tela-botanica.org:cel:3651606,3651606,"Xanthoria parietina",59568,"Xanthoria parietina",59568,,taxref,"à déterminer","observation de terrain",widget,1,49.10602,7.07165,WGS84,FR,Sarreguemines,57631,,202,,,2019/07/21,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"  (http://www.tela-botanica.org/profil:53078)",,,,2,0,,,,0,"2020-01-02 09:18:38","2020-01-02 09:18:39",oui,"2020-01-02 09:18:38",,,,,,,,,,,"Rue Raymond Poincaré",,0,n1;s1;e1;o1;n2;s2;e2;o2;n3;s3;e3;o3;n4;s4;e4;o4;n5;s5;e5;o5;,,,,
urn:lsid:tela-botanica.org:cel:3651607,3651607,"Xanthoria parietina",59568,"Xanthoria parietina",59568,,taxref,"à déterminer","observation de terrain",widget,1,49.10602,7.07165,WGS84,FR,Sarreguemines,57631,,202,,,2019/07/21,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"  (http://www.tela-botanica.org/profil:53078)",,,,2,0,,,,0,"2020-01-02 09:18:39","2020-01-02 09:18:40",oui,"2020-01-02 09:18:39",,,,,,,,,,,"Rue Raymond Poincaré",,0,n1;s1;e1;o1;n2;s2;e2;o2;n3;s3;e3;o3;n4;s4;e4;o4;n5;s5;e5;o5;,,,,
urn:lsid:tela-botanica.org:cel:3651608,3651608,"Lecanora sp.",193910,"Lecanora sp.",193910,,taxref,"à déterminer","observation de terrain",widget,1,49.10602,7.07165,WGS84,FR,Sarreguemines,57631,,202,,,2019/07/21,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"  (http://www.tela-botanica.org/profil:53078)",,,,2,0,,,,0,"2020-01-02 09:18:40","2020-01-02 09:18:40",oui,"2020-01-02 09:18:40",,,,,,,,,,,"Rue Raymond Poincaré",,3651276,n1;s1;e1;o1;n2;s2;e2;o2;n3;s3;e3;n4;e4;n5;,,,,
urn:lsid:tela-botanica.org:cel:3651609,3651609,"Lecanora sp.",193910,"Lecanora sp.",193910,,taxref,"à déterminer","observation de terrain",widget,1,49.10602,7.07165,WGS84,FR,Sarreguemines,57631,,202,,,2019/07/21,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"  (http://www.tela-botanica.org/profil:53078)",,,,2,0,,,,0,"2020-01-02 09:18:41","2020-01-02 09:18:42",oui,"2020-01-02 09:18:41",,,,,,,,,,,"Rue Raymond Poincaré",,0,s1;o1;s2;n3;s3;e3;o3;s4;e4;s5;e5;,,,,
urn:lsid:tela-botanica.org:cel:3651610,3651610,"Lecanora sp.",193910,"Lecanora sp.",193910,,taxref,"à déterminer","observation de terrain",widget,1,49.10602,7.07165,WGS84,FR,Sarreguemines,57631,,202,,,2019/07/21,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"  (http://www.tela-botanica.org/profil:53078)",,,,2,0,,,,0,"2020-01-02 09:18:42","2020-01-02 09:18:43",oui,"2020-01-02 09:18:42",,,,,,,,,,,"Rue Raymond Poincaré",,0,s1;e1;o1;s2;e2;o2;n3;s3;e3;o3;s4;e4;o4;s5;e5;o5;,,,,
urn:lsid:tela-botanica.org:cel:3651611,3651611,"Amandinea punctata/Lecidella elaeochroma",,"Amandinea punctata/Lecidella elaeochroma",,,Autre/inconnu,"à déterminer","observation de terrain",widget,1,49.10602,7.07165,WGS84,FR,Sarreguemines,57631,,202,,,2019/07/21,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"  (http://www.tela-botanica.org/profil:53078)",,,,2,0,,,,0,"2020-01-02 09:18:43","2020-01-02 09:18:44",oui,"2020-01-02 09:18:43",,,,,,,,,,,"Rue Raymond Poincaré",,3651276,n1;s1;o1;n2;s2;o2;n3;e3;n4;n5;,,,,
urn:lsid:tela-botanica.org:cel:3651612,3651612,"Amandinea punctata/Lecidella elaeochroma",,"Amandinea punctata/Lecidella elaeochroma",,,Autre/inconnu,"à déterminer","observation de terrain",widget,1,49.10602,7.07165,WGS84,FR,Sarreguemines,57631,,202,,,2019/07/21,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"  (http://www.tela-botanica.org/profil:53078)",,,,2,0,,,,0,"2020-01-02 09:24:10","2020-01-02 09:24:11",oui,"2020-01-02 09:24:10",,,,,,,,,,,"Rue Raymond Poincaré",,0,n1;s1;s5;,,,,
urn:lsid:tela-botanica.org:cel:3651613,3651613,"Amandinea punctata/Lecidella elaeochroma",,"Amandinea punctata/Lecidella elaeochroma",,,Autre/inconnu,"à déterminer","observation de terrain",widget,1,49.10602,7.07165,WGS84,FR,Sarreguemines,57631,,202,,,2019/07/21,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"  (http://www.tela-botanica.org/profil:53078)",,,,2,0,,,,0,"2020-01-02 09:24:12","2020-01-02 09:24:12",oui,"2020-01-02 09:24:12",,,,,,,,,,,"Rue Raymond Poincaré",,0,o2;o3;s4;o4;n5;o5;,,,,
urn:lsid:tela-botanica.org:cel:3651614,3651614,"Evernia prunastri",59053,"Evernia prunastri",59053,,taxref,"à déterminer","observation de terrain",widget,1,49.10602,7.07165,WGS84,FR,Sarreguemines,57631,,202,,,2019/07/21,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"  (http://www.tela-botanica.org/profil:53078)",,,,2,0,,,,0,"2020-01-02 09:24:13","2020-01-02 09:24:13",oui,"2020-01-02 09:24:13",,,,,,,,,,,"Rue Raymond Poincaré",,3651276,n2;,,,,
urn:lsid:tela-botanica.org:cel:3651615,3651615,"Physcia leptalea",59906,"Physcia leptalea",59906,,taxref,"à déterminer","observation de terrain",widget,1,49.10602,7.07165,WGS84,FR,Sarreguemines,57631,,202,,,2019/07/21,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"  (http://www.tela-botanica.org/profil:53078)",,,,2,0,,,,0,"2020-01-02 09:24:14","2020-01-02 09:24:14",oui,"2020-01-02 09:24:14",,,,,,,,,,,"Rue Raymond Poincaré",,0,e4;e5;,,,,
urn:lsid:tela-botanica.org:cel:3651863,3651863,"Prunus L. [1753]",85755,"Prunus L. [1753]",85755,Rosaceae,bdtfx,certain,"observation de terrain",widget,1,45.74629,3.07895,WGS84,FR,Beaumont,,,445,,,2020/01/02,"Relevé Lichens Go avec Arlette T. Certitude : certaine",tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo",,,"Françoise Peyrissat  (http://www.tela-botanica.org/profil:17055)",,,,3,0,,,,0,"2020-01-04 20:11:01","2020-01-04 20:11:01",oui,"2020-01-04 20:11:01",,,,,441,55,aucune,45.746503,3.081849,1,"Rue Claude Debussy","Rue Claude Debussy",,,"3e arbre de la zone",,,
urn:lsid:tela-botanica.org:cel:3651865,3651865,"Evernia prunastri",59053,"Evernia prunastri",59053,,taxref,"à déterminer","observation de terrain",widget,1,45.74629,3.07895,WGS84,FR,Beaumont,,,445,,,2020/01/02,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Françoise Peyrissat  (http://www.tela-botanica.org/profil:17055)",,,,2,0,,,,0,"2020-01-04 20:16:45","2020-01-04 20:16:46",oui,"2020-01-04 20:16:45",,,,,,,,,,,"Rue Claude Debussy",,3651863,n1;o1;o2;e3;o3;e4;o4;e5;o5;,,,,
urn:lsid:tela-botanica.org:cel:3651866,3651866,"Parmelia sulcata",58889,"Parmelia sulcata",58889,,taxref,"à déterminer","observation de terrain",widget,1,45.74629,3.07895,WGS84,FR,Beaumont,,,445,,,2020/01/02,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Françoise Peyrissat  (http://www.tela-botanica.org/profil:17055)",,,,2,0,,,,0,"2020-01-04 20:16:46","2020-01-04 20:16:47",oui,"2020-01-04 20:16:46",,,,,,,,,,,"Rue Claude Debussy",,3651863,e1;o1;n2;e2;o2;e3;e4;o5;,,,,
urn:lsid:tela-botanica.org:cel:3651867,3651867,"Pleurosticta acetabulum",660486,"Pleurosticta acetabulum",660486,,taxref,"à déterminer","observation de terrain",widget,1,45.74629,3.07895,WGS84,FR,Beaumont,,,445,,,2020/01/02,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Françoise Peyrissat  (http://www.tela-botanica.org/profil:17055)",,,,2,0,,,,0,"2020-01-04 20:16:47","2020-01-04 20:16:48",oui,"2020-01-04 20:16:47",,,,,,,,,,,"Rue Claude Debussy",,3651863,o1;o3;,,,,
urn:lsid:tela-botanica.org:cel:3651868,3651868,"Xanthoria parietina",59568,"Xanthoria parietina",59568,,taxref,"à déterminer","observation de terrain",widget,1,45.74629,3.07895,WGS84,FR,Beaumont,,,445,,,2020/01/02,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Françoise Peyrissat  (http://www.tela-botanica.org/profil:17055)",,,,2,0,,,,0,"2020-01-04 20:16:48","2020-01-04 20:16:49",oui,"2020-01-04 20:16:48",,,,,,,,,,,"Rue Claude Debussy",,3651863,s1;e1;o1;s2;o2;s5;o5;,,,,
urn:lsid:tela-botanica.org:cel:3651869,3651869,"Physcia aipolia/stellaris",196232,"Physcia aipolia/stellaris",196232,,taxref,"à déterminer","observation de terrain",widget,1,45.74629,3.07895,WGS84,FR,Beaumont,,,445,,,2020/01/02,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Françoise Peyrissat  (http://www.tela-botanica.org/profil:17055)",,,,2,0,,,,0,"2020-01-04 20:16:49","2020-01-04 20:16:49",oui,"2020-01-04 20:16:49",,,,,,,,,,,"Rue Claude Debussy",,3651863,n1;s1;e1;o1;n2;s2;e2;o2;n3;s3;e3;o3;n4;s4;e4;o4;n5;s5;e5;o5;,,,,
urn:lsid:tela-botanica.org:cel:3651870,3651870,"Physconia distorta",59979,"Physconia distorta",59979,,taxref,"à déterminer","observation de terrain",widget,1,45.74629,3.07895,WGS84,FR,Beaumont,,,445,,,2020/01/02,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Françoise Peyrissat  (http://www.tela-botanica.org/profil:17055)",,,,2,0,,,,0,"2020-01-04 20:16:49","2020-01-04 20:16:50",oui,"2020-01-04 20:16:49",,,,,,,,,,,"Rue Claude Debussy",,3651863,o1;e2;o2;o4;,,,,
urn:lsid:tela-botanica.org:cel:3651871,3651871,"Physconia grisea",59171,"Physconia grisea",59171,,taxref,"à déterminer","observation de terrain",widget,1,45.74629,3.07895,WGS84,FR,Beaumont,,,445,,,2020/01/02,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Françoise Peyrissat  (http://www.tela-botanica.org/profil:17055)",,,,2,0,,,,0,"2020-01-04 20:16:50","2020-01-04 20:16:51",oui,"2020-01-04 20:16:50",,,,,,,,,,,"Rue Claude Debussy",,3651863,n1;n5;,,,,
urn:lsid:tela-botanica.org:cel:3651872,3651872,"Physcia adscendens/tenella",196232,"Physcia adscendens/tenella",196232,,taxref,"à déterminer","observation de terrain",widget,1,45.74629,3.07895,WGS84,FR,Beaumont,,,445,,,2020/01/02,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Françoise Peyrissat  (http://www.tela-botanica.org/profil:17055)",,,,2,0,,,,0,"2020-01-04 20:16:51","2020-01-04 20:16:52",oui,"2020-01-04 20:16:51",,,,,,,,,,,"Rue Claude Debussy",,3651863,n1;s1;e1;o1;n2;s2;e2;o2;n3;s3;e3;o3;n4;s4;e4;o4;n5;s5;e5;o5;,,,,
urn:lsid:tela-botanica.org:cel:3651873,3651873,"Melanohalea exasperata",659402,"Melanohalea exasperata",659402,,taxref,"à déterminer","observation de terrain",widget,1,45.74629,3.07895,WGS84,FR,Beaumont,,,445,,,2020/01/02,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Françoise Peyrissat  (http://www.tela-botanica.org/profil:17055)",,,,2,0,,,,0,"2020-01-04 20:16:52","2020-01-04 20:16:52",oui,"2020-01-04 20:16:52",,,,,,,,,,,"Rue Claude Debussy",,3651863,s1;e1;o1;s2;e2;o2;n3;s3;e4;o4;n5;s5;e5;o5;,,,,
urn:lsid:tela-botanica.org:cel:3651874,3651874,"Hypogymnia physodes/tubulosa",193533,"Hypogymnia physodes/tubulosa",193533,,taxref,"à déterminer","observation de terrain",widget,1,45.74629,3.07895,WGS84,FR,Beaumont,,,445,,,2020/01/02,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Françoise Peyrissat  (http://www.tela-botanica.org/profil:17055)",,,,2,0,,,,0,"2020-01-04 20:16:53","2020-01-04 20:16:53",oui,"2020-01-04 20:16:53",,,,,,,,,,,"Rue Claude Debussy",,3651863,e1;,,,,
urn:lsid:tela-botanica.org:cel:3651879,3651879,"autre lichen foliacé",,"autre lichen foliacé",,,Autre/inconnu,"à déterminer","observation de terrain",widget,1,45.74629,3.07895,WGS84,FR,Beaumont,,,445,,,2020/01/02,"Parmelia quercina Certitude : à determiner",tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Françoise Peyrissat  (http://www.tela-botanica.org/profil:17055)",,,,2,0,,,,0,"2020-01-04 20:20:21","2020-01-04 20:20:22",oui,"2020-01-04 20:20:21",,,,,,,,,,,"Rue Claude Debussy",,3651863,e1;e3;,,,,
urn:lsid:tela-botanica.org:cel:3651880,3651880,"Parmelina tiliacea/pastillifera",652932,"Parmelina tiliacea/pastillifera",652932,,taxref,"à déterminer","observation de terrain",widget,1,45.74629,3.07895,WGS84,FR,Beaumont,,,445,,,2020/01/02,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Françoise Peyrissat  (http://www.tela-botanica.org/profil:17055)",,,,2,0,,,,0,"2020-01-04 20:20:22","2020-01-04 20:20:23",oui,"2020-01-04 20:20:22",,,,,,,,,,,"Rue Claude Debussy",,3651863,e3;,,,,
urn:lsid:tela-botanica.org:cel:3651881,3651881,"autre lichen foliacé",,"autre lichen foliacé",,,Autre/inconnu,"à déterminer","observation de terrain",widget,1,45.74629,3.07895,WGS84,FR,Beaumont,,,445,,,2020/01/02,"Xanthomendoza huculila (soralies sous les lobes dans des capuchons souvent érodés, face inférieure blanche et rhizines présentes) Certitude : à determiner",tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Françoise Peyrissat  (http://www.tela-botanica.org/profil:17055)",,,,2,0,,,,0,"2020-01-04 20:20:23","2020-01-04 20:20:23",oui,"2020-01-04 20:20:23",,,,,,,,,,,"Rue Claude Debussy",,3651863,n1;s1;n2;s2;n3;s3;n4;s4;n5;s5;,,,,
urn:lsid:tela-botanica.org:cel:3651882,3651882,"Phaeophyscia orbicularis",59961,"Phaeophyscia orbicularis",59961,,taxref,"à déterminer","observation de terrain",widget,1,45.74629,3.07895,WGS84,FR,Beaumont,,,445,,,2020/01/02,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Françoise Peyrissat  (http://www.tela-botanica.org/profil:17055)",,,,2,0,,,,0,"2020-01-04 20:20:24","2020-01-04 20:20:24",oui,"2020-01-04 20:20:24",,,,,,,,,,,"Rue Claude Debussy",,3651863,n1;s1;n2;s2;n3;s3;n4;s4;n5;s5;,,,,
